--------------------------------------------------
dataset: peptides-struct
debug: False
depth: -1
device: 0
expname: peptides-struct-100-seeds
logfile: None
metis:
  n_patches: 32
model:
  gnn_type: GINEConv
  hidden_size: 96
  name: GraphMLPMixer
  nlayer_gnn: 4
  nlayer_hierattn: 4
  pool: mean
  residual: True
  use_patch_pe: True
num_workers: 8
pos_enc:
  lap_dim: 0
  rw_dim: 16
seed: None
train:
  batch_size: 128
  dropout: 0.0
  epochs: 200
  lr: 0.001
  lr_decay: 0.5
  lr_patience: 20
  min_lr: 1e-05
  mlpmixer_dropout: 0.0
  optimizer: Adam
  runs: 100
  wd: 0.0
--------------------------------------------------
Time: 2023/04/15 - 16:00

----------SEED ---------: 0


Number of parameters: 346305
Epoch: 000, Train perf: 0.3650, Train Loss: 0.3650, Val: -0.3368, Test: -0.3482, Seconds: 16.5357
Epoch: 001, Train perf: 0.3177, Train Loss: 0.3177, Val: -0.2961, Test: -0.3048, Seconds: 14.9696
Epoch: 002, Train perf: 0.3096, Train Loss: 0.3096, Val: -0.4169, Test: -0.3048, Seconds: 13.7081
Epoch: 003, Train perf: 0.3032, Train Loss: 0.3032, Val: -0.3173, Test: -0.3048, Seconds: 13.8594
Epoch: 004, Train perf: 0.3006, Train Loss: 0.3006, Val: -0.3459, Test: -0.3048, Seconds: 13.3814
Epoch: 005, Train perf: 0.2971, Train Loss: 0.2971, Val: -0.3381, Test: -0.3048, Seconds: 14.1873
Epoch: 006, Train perf: 0.2967, Train Loss: 0.2967, Val: -0.3178, Test: -0.3048, Seconds: 16.7893
Epoch: 007, Train perf: 0.2957, Train Loss: 0.2957, Val: -0.2967, Test: -0.3048, Seconds: 17.1622
Epoch: 008, Train perf: 0.2902, Train Loss: 0.2902, Val: -0.4820, Test: -0.3048, Seconds: 16.2141
Epoch: 009, Train perf: 0.2901, Train Loss: 0.2901, Val: -0.2935, Test: -0.3046, Seconds: 18.2716
Epoch: 010, Train perf: 0.2890, Train Loss: 0.2890, Val: -0.2906, Test: -0.3003, Seconds: 19.7421
Epoch: 011, Train perf: 0.2895, Train Loss: 0.2895, Val: -0.2769, Test: -0.2839, Seconds: 19.3507
Epoch: 012, Train perf: 0.2887, Train Loss: 0.2887, Val: -0.2876, Test: -0.2839, Seconds: 17.1414
Epoch: 013, Train perf: 0.2857, Train Loss: 0.2857, Val: -0.2652, Test: -0.2691, Seconds: 19.4299
Epoch: 014, Train perf: 0.2867, Train Loss: 0.2867, Val: -0.2946, Test: -0.2691, Seconds: 15.9348
Epoch: 015, Train perf: 0.2881, Train Loss: 0.2881, Val: -0.2872, Test: -0.2691, Seconds: 13.5286
Epoch: 016, Train perf: 0.2824, Train Loss: 0.2824, Val: -0.2662, Test: -0.2691, Seconds: 13.4114
Epoch: 017, Train perf: 0.2837, Train Loss: 0.2837, Val: -0.3241, Test: -0.2691, Seconds: 13.3232
Epoch: 018, Train perf: 0.2806, Train Loss: 0.2806, Val: -0.2704, Test: -0.2691, Seconds: 13.5892
Epoch: 019, Train perf: 0.2808, Train Loss: 0.2808, Val: -0.2663, Test: -0.2691, Seconds: 13.5635
Epoch: 020, Train perf: 0.2821, Train Loss: 0.2821, Val: -0.2705, Test: -0.2691, Seconds: 13.4709
Epoch: 021, Train perf: 0.2812, Train Loss: 0.2812, Val: -0.2924, Test: -0.2691, Seconds: 16.8164
Epoch: 022, Train perf: 0.2794, Train Loss: 0.2794, Val: -0.2655, Test: -0.2691, Seconds: 16.6415
Epoch: 023, Train perf: 0.2759, Train Loss: 0.2759, Val: -0.2660, Test: -0.2691, Seconds: 16.0992
Epoch: 024, Train perf: 0.2751, Train Loss: 0.2751, Val: -0.2923, Test: -0.2691, Seconds: 16.2751
Epoch: 025, Train perf: 0.2768, Train Loss: 0.2768, Val: -0.2629, Test: -0.2667, Seconds: 19.0360
Epoch: 026, Train perf: 0.2749, Train Loss: 0.2749, Val: -0.2648, Test: -0.2667, Seconds: 14.8350
Epoch: 027, Train perf: 0.2748, Train Loss: 0.2748, Val: -0.2659, Test: -0.2667, Seconds: 13.4207
Epoch: 028, Train perf: 0.2743, Train Loss: 0.2743, Val: -0.2728, Test: -0.2667, Seconds: 13.6375
Epoch: 029, Train perf: 0.2715, Train Loss: 0.2715, Val: -0.2759, Test: -0.2667, Seconds: 14.1669
Epoch: 030, Train perf: 0.2734, Train Loss: 0.2734, Val: -0.2853, Test: -0.2667, Seconds: 13.6934
Epoch: 031, Train perf: 0.2736, Train Loss: 0.2736, Val: -0.2980, Test: -0.2667, Seconds: 14.2504
Epoch: 032, Train perf: 0.2723, Train Loss: 0.2723, Val: -0.2804, Test: -0.2667, Seconds: 13.9247
Epoch: 033, Train perf: 0.2727, Train Loss: 0.2727, Val: -0.2842, Test: -0.2667, Seconds: 13.6523
Epoch: 034, Train perf: 0.2732, Train Loss: 0.2732, Val: -0.2999, Test: -0.2667, Seconds: 13.2695
Epoch: 035, Train perf: 0.2718, Train Loss: 0.2718, Val: -0.2711, Test: -0.2667, Seconds: 13.8478
Epoch: 036, Train perf: 0.2691, Train Loss: 0.2691, Val: -0.2824, Test: -0.2667, Seconds: 14.8476
Epoch: 037, Train perf: 0.2703, Train Loss: 0.2703, Val: -0.2570, Test: -0.2613, Seconds: 15.7843
Epoch: 038, Train perf: 0.2676, Train Loss: 0.2676, Val: -0.2519, Test: -0.2546, Seconds: 15.8904
Epoch: 039, Train perf: 0.2679, Train Loss: 0.2679, Val: -0.2560, Test: -0.2546, Seconds: 13.6376
Epoch: 040, Train perf: 0.2672, Train Loss: 0.2672, Val: -0.2615, Test: -0.2546, Seconds: 13.8898
Epoch: 041, Train perf: 0.2675, Train Loss: 0.2675, Val: -0.2742, Test: -0.2546, Seconds: 13.7296
Epoch: 042, Train perf: 0.2651, Train Loss: 0.2651, Val: -0.2641, Test: -0.2546, Seconds: 13.7019
Epoch: 043, Train perf: 0.2684, Train Loss: 0.2684, Val: -0.2805, Test: -0.2546, Seconds: 13.8184
Epoch: 044, Train perf: 0.2667, Train Loss: 0.2667, Val: -0.2667, Test: -0.2546, Seconds: 13.7746
Epoch: 045, Train perf: 0.2657, Train Loss: 0.2657, Val: -0.2666, Test: -0.2546, Seconds: 13.6635
Epoch: 046, Train perf: 0.2641, Train Loss: 0.2641, Val: -0.2732, Test: -0.2546, Seconds: 14.1217
Epoch: 047, Train perf: 0.2622, Train Loss: 0.2622, Val: -0.2616, Test: -0.2546, Seconds: 13.8218
Epoch: 048, Train perf: 0.2647, Train Loss: 0.2647, Val: -0.2574, Test: -0.2546, Seconds: 13.8586
Epoch: 049, Train perf: 0.2619, Train Loss: 0.2619, Val: -0.2916, Test: -0.2546, Seconds: 13.7897
Epoch: 050, Train perf: 0.2625, Train Loss: 0.2625, Val: -0.2528, Test: -0.2546, Seconds: 13.5369
Epoch: 051, Train perf: 0.2645, Train Loss: 0.2645, Val: -0.2560, Test: -0.2546, Seconds: 13.8028
Epoch: 052, Train perf: 0.2637, Train Loss: 0.2637, Val: -0.2566, Test: -0.2546, Seconds: 13.6293
Epoch: 053, Train perf: 0.2610, Train Loss: 0.2610, Val: -0.2659, Test: -0.2546, Seconds: 14.1093
Epoch: 054, Train perf: 0.2609, Train Loss: 0.2609, Val: -0.2561, Test: -0.2546, Seconds: 13.7229
Epoch: 055, Train perf: 0.2591, Train Loss: 0.2591, Val: -0.2598, Test: -0.2546, Seconds: 13.5201
Epoch: 056, Train perf: 0.2634, Train Loss: 0.2634, Val: -0.2514, Test: -0.2544, Seconds: 15.5073
Epoch: 057, Train perf: 0.2585, Train Loss: 0.2585, Val: -0.2767, Test: -0.2544, Seconds: 14.1371
Epoch: 058, Train perf: 0.2631, Train Loss: 0.2631, Val: -0.2613, Test: -0.2544, Seconds: 13.9112
Epoch: 059, Train perf: 0.2582, Train Loss: 0.2582, Val: -0.2502, Test: -0.2537, Seconds: 15.8701
Epoch: 060, Train perf: 0.2602, Train Loss: 0.2602, Val: -0.2682, Test: -0.2537, Seconds: 13.5981
Epoch: 061, Train perf: 0.2577, Train Loss: 0.2577, Val: -0.2544, Test: -0.2537, Seconds: 13.7017
Epoch: 062, Train perf: 0.2559, Train Loss: 0.2559, Val: -0.2568, Test: -0.2537, Seconds: 13.7848
Epoch: 063, Train perf: 0.2575, Train Loss: 0.2575, Val: -0.2477, Test: -0.2516, Seconds: 15.9033
Epoch: 064, Train perf: 0.2567, Train Loss: 0.2567, Val: -0.2629, Test: -0.2516, Seconds: 13.7146
Epoch: 065, Train perf: 0.2545, Train Loss: 0.2545, Val: -0.2714, Test: -0.2516, Seconds: 13.8221
Epoch: 066, Train perf: 0.2570, Train Loss: 0.2570, Val: -0.2582, Test: -0.2516, Seconds: 13.5340
Epoch: 067, Train perf: 0.2553, Train Loss: 0.2553, Val: -0.2663, Test: -0.2516, Seconds: 13.6709
Epoch: 068, Train perf: 0.2541, Train Loss: 0.2541, Val: -0.2891, Test: -0.2516, Seconds: 13.7707
Epoch: 069, Train perf: 0.2540, Train Loss: 0.2540, Val: -0.2794, Test: -0.2516, Seconds: 14.0685
Epoch: 070, Train perf: 0.2548, Train Loss: 0.2548, Val: -0.2646, Test: -0.2516, Seconds: 13.9441
Epoch: 071, Train perf: 0.2529, Train Loss: 0.2529, Val: -0.2619, Test: -0.2516, Seconds: 13.7022
Epoch: 072, Train perf: 0.2539, Train Loss: 0.2539, Val: -0.2551, Test: -0.2516, Seconds: 14.1575
Epoch: 073, Train perf: 0.2521, Train Loss: 0.2521, Val: -0.2530, Test: -0.2516, Seconds: 13.7720
Epoch: 074, Train perf: 0.2519, Train Loss: 0.2519, Val: -0.2608, Test: -0.2516, Seconds: 13.7398
Epoch: 075, Train perf: 0.2529, Train Loss: 0.2529, Val: -0.2580, Test: -0.2516, Seconds: 13.6452
Epoch: 076, Train perf: 0.2504, Train Loss: 0.2504, Val: -0.2481, Test: -0.2516, Seconds: 13.8639
Epoch: 077, Train perf: 0.2510, Train Loss: 0.2510, Val: -0.2549, Test: -0.2516, Seconds: 13.5969
Epoch: 078, Train perf: 0.2504, Train Loss: 0.2504, Val: -0.2650, Test: -0.2516, Seconds: 13.9136
Epoch: 079, Train perf: 0.2507, Train Loss: 0.2507, Val: -0.2541, Test: -0.2516, Seconds: 13.6905
Epoch: 080, Train perf: 0.2505, Train Loss: 0.2505, Val: -0.2578, Test: -0.2516, Seconds: 13.8360
Epoch: 081, Train perf: 0.2499, Train Loss: 0.2499, Val: -0.2760, Test: -0.2516, Seconds: 13.9072
Epoch: 082, Train perf: 0.2486, Train Loss: 0.2486, Val: -0.2570, Test: -0.2516, Seconds: 13.7347
Epoch: 083, Train perf: 0.2489, Train Loss: 0.2489, Val: -0.2558, Test: -0.2516, Seconds: 13.8403
Epoch: 084, Train perf: 0.2479, Train Loss: 0.2479, Val: -0.2482, Test: -0.2516, Seconds: 13.4947
Epoch 00085: reducing learning rate of group 0 to 5.0000e-04.
Epoch: 085, Train perf: 0.2443, Train Loss: 0.2443, Val: -0.2483, Test: -0.2516, Seconds: 13.8034
Epoch: 086, Train perf: 0.2399, Train Loss: 0.2399, Val: -0.2471, Test: -0.2501, Seconds: 15.9180
Epoch: 087, Train perf: 0.2422, Train Loss: 0.2422, Val: -0.2463, Test: -0.2501, Seconds: 16.2856
Epoch: 088, Train perf: 0.2395, Train Loss: 0.2395, Val: -0.2488, Test: -0.2501, Seconds: 13.9673
Epoch: 089, Train perf: 0.2390, Train Loss: 0.2390, Val: -0.2503, Test: -0.2501, Seconds: 13.6945
Epoch: 090, Train perf: 0.2409, Train Loss: 0.2409, Val: -0.2508, Test: -0.2501, Seconds: 13.9319
Epoch: 091, Train perf: 0.2400, Train Loss: 0.2400, Val: -0.2436, Test: -0.2480, Seconds: 15.5872
Epoch: 092, Train perf: 0.2381, Train Loss: 0.2381, Val: -0.2480, Test: -0.2480, Seconds: 14.1315
Epoch: 093, Train perf: 0.2397, Train Loss: 0.2397, Val: -0.2515, Test: -0.2480, Seconds: 13.7684
Epoch: 094, Train perf: 0.2372, Train Loss: 0.2372, Val: -0.2492, Test: -0.2480, Seconds: 13.5678
Epoch: 095, Train perf: 0.2376, Train Loss: 0.2376, Val: -0.2499, Test: -0.2480, Seconds: 13.9042
Epoch: 096, Train perf: 0.2376, Train Loss: 0.2376, Val: -0.2540, Test: -0.2480, Seconds: 13.7074
Epoch: 097, Train perf: 0.2371, Train Loss: 0.2371, Val: -0.2501, Test: -0.2480, Seconds: 13.8807
Epoch: 098, Train perf: 0.2360, Train Loss: 0.2360, Val: -0.2487, Test: -0.2480, Seconds: 13.9274
Epoch: 099, Train perf: 0.2363, Train Loss: 0.2363, Val: -0.2598, Test: -0.2480, Seconds: 13.7144
Epoch: 100, Train perf: 0.2370, Train Loss: 0.2370, Val: -0.2505, Test: -0.2480, Seconds: 14.0258
Epoch: 101, Train perf: 0.2357, Train Loss: 0.2357, Val: -0.2499, Test: -0.2480, Seconds: 13.5981
Epoch: 102, Train perf: 0.2365, Train Loss: 0.2365, Val: -0.2533, Test: -0.2480, Seconds: 13.5392
Epoch: 103, Train perf: 0.2358, Train Loss: 0.2358, Val: -0.2512, Test: -0.2480, Seconds: 13.6109
Epoch: 104, Train perf: 0.2345, Train Loss: 0.2345, Val: -0.2520, Test: -0.2480, Seconds: 13.7312
Epoch: 105, Train perf: 0.2348, Train Loss: 0.2348, Val: -0.2503, Test: -0.2480, Seconds: 13.7644
Epoch: 106, Train perf: 0.2349, Train Loss: 0.2349, Val: -0.2510, Test: -0.2480, Seconds: 13.8048
Epoch: 107, Train perf: 0.2348, Train Loss: 0.2348, Val: -0.2464, Test: -0.2480, Seconds: 14.0540
Epoch: 108, Train perf: 0.2333, Train Loss: 0.2333, Val: -0.2516, Test: -0.2480, Seconds: 13.8186
Epoch: 109, Train perf: 0.2336, Train Loss: 0.2336, Val: -0.2494, Test: -0.2480, Seconds: 13.4264
Epoch: 110, Train perf: 0.2340, Train Loss: 0.2340, Val: -0.2463, Test: -0.2480, Seconds: 13.5079
Epoch: 111, Train perf: 0.2323, Train Loss: 0.2323, Val: -0.2468, Test: -0.2480, Seconds: 13.6415
Epoch: 112, Train perf: 0.2318, Train Loss: 0.2318, Val: -0.2496, Test: -0.2480, Seconds: 14.2086
Epoch 00113: reducing learning rate of group 0 to 2.5000e-04.
